frame, timestamp, confidence, success, gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_1_z, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, x_0, x_1, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, y_0, y_1, y_2, y_3, y_4, y_5, y_6, y_7, y_8, y_9, y_10, y_11, y_12, y_13, y_14, y_15, y_16, y_17, y_18, y_19, y_20, y_21, y_22, y_23, y_24, y_25, y_26, y_27, y_28, y_29, y_30, y_31, y_32, y_33, y_34, y_35, y_36, y_37, y_38, y_39, y_40, y_41, y_42, y_43, y_44, y_45, y_46, y_47, y_48, y_49, y_50, y_51, y_52, y_53, y_54, y_55, y_56, y_57, y_58, y_59, y_60, y_61, y_62, y_63, y_64, y_65, y_66, y_67, X_0, X_1, X_2, X_3, X_4, X_5, X_6, X_7, X_8, X_9, X_10, X_11, X_12, X_13, X_14, X_15, X_16, X_17, X_18, X_19, X_20, X_21, X_22, X_23, X_24, X_25, X_26, X_27, X_28, X_29, X_30, X_31, X_32, X_33, X_34, X_35, X_36, X_37, X_38, X_39, X_40, X_41, X_42, X_43, X_44, X_45, X_46, X_47, X_48, X_49, X_50, X_51, X_52, X_53, X_54, X_55, X_56, X_57, X_58, X_59, X_60, X_61, X_62, X_63, X_64, X_65, X_66, X_67, Y_0, Y_1, Y_2, Y_3, Y_4, Y_5, Y_6, Y_7, Y_8, Y_9, Y_10, Y_11, Y_12, Y_13, Y_14, Y_15, Y_16, Y_17, Y_18, Y_19, Y_20, Y_21, Y_22, Y_23, Y_24, Y_25, Y_26, Y_27, Y_28, Y_29, Y_30, Y_31, Y_32, Y_33, Y_34, Y_35, Y_36, Y_37, Y_38, Y_39, Y_40, Y_41, Y_42, Y_43, Y_44, Y_45, Y_46, Y_47, Y_48, Y_49, Y_50, Y_51, Y_52, Y_53, Y_54, Y_55, Y_56, Y_57, Y_58, Y_59, Y_60, Y_61, Y_62, Y_63, Y_64, Y_65, Y_66, Y_67, Z_0, Z_1, Z_2, Z_3, Z_4, Z_5, Z_6, Z_7, Z_8, Z_9, Z_10, Z_11, Z_12, Z_13, Z_14, Z_15, Z_16, Z_17, Z_18, Z_19, Z_20, Z_21, Z_22, Z_23, Z_24, Z_25, Z_26, Z_27, Z_28, Z_29, Z_30, Z_31, Z_32, Z_33, Z_34, Z_35, Z_36, Z_37, Z_38, Z_39, Z_40, Z_41, Z_42, Z_43, Z_44, Z_45, Z_46, Z_47, Z_48, Z_49, Z_50, Z_51, Z_52, Z_53, Z_54, Z_55, Z_56, Z_57, Z_58, Z_59, Z_60, Z_61, Z_62, Z_63, Z_64, Z_65, Z_66, Z_67, p_scale, p_rx, p_ry, p_rz, p_tx, p_ty, p_0, p_1, p_2, p_3, p_4, p_5, p_6, p_7, p_8, p_9, p_10, p_11, p_12, p_13, p_14, p_15, p_16, p_17, p_18, p_19, p_20, p_21, p_22, p_23, p_24, p_25, p_26, p_27, p_28, p_29, p_30, p_31, p_32, p_33, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.783529, 1, 0.20254, 0.32004, -0.925501, 0.0216227, 0.37237, -0.927832, -74.5955, -137.651, 559.034, -0.100425, 0.391501, -0.106826, 210.068, 209.618, 210.833, 213.925, 219.225, 225.935, 233.393, 242.129, 256.515, 273.951, 293.319, 310.422, 323.987, 331.41, 332.786, 331.402, 330.14, 208.764, 211.469, 219.147, 227.664, 234.936, 250.296, 261.99, 275.627, 289.693, 300.929, 243.649, 242.704, 241.553, 240.639, 234.057, 238.998, 244.813, 252.414, 259.736, 218.122, 222.755, 229.473, 236.06, 229.497, 222.695, 263.224, 269.671, 277.051, 284.35, 278.18, 270.785, 232.218, 236.404, 242.31, 247.529, 254.352, 265.773, 280.236, 265.921, 254.437, 247.014, 241.62, 236.235, 235.107, 242.621, 247.828, 254.849, 275.883, 254.286, 247.018, 241.852, 101.023, 115.622, 130.468, 145.315, 159.379, 171.856, 181.252, 188.124, 189.346, 187.387, 182.228, 172.838, 159.176, 141.145, 120.55, 99.0859, 77.7852, 85.75, 74.5657, 69.494, 67.9373, 69.2143, 62.7865, 55.6701, 53.2434, 56.5087, 65.9817, 80.0742, 91.4136, 102.794, 114.583, 121.951, 123.584, 124.447, 120.876, 118.182, 92.0971, 86.5617, 85.1868, 87.9862, 90.5872, 92.4145, 81.1626, 74.7765, 73.3937, 75.6882, 78.7698, 80.4627, 141.186, 135.175, 132.355, 132.436, 129.65, 129.692, 131.52, 138.314, 141.126, 143.008, 143.724, 143.813, 140.83, 136.853, 136.249, 134.055, 132.227, 135.446, 137.233, 137.813, -137.855, -137.25, -134.717, -130.301, -123.147, -113.205, -101.214, -87.1241, -69.4116, -50.1917, -29.5784, -10.7803, 4.54216, 13.1011, 14.7453, 13.1412, 11.7184, -133.898, -128.748, -117.372, -105.277, -95.141, -75.8701, -62.8521, -48.058, -32.8458, -20.7106, -84.1539, -83.8486, -83.7655, -83.5117, -93.8169, -87.1277, -79.9046, -71.8818, -64.2188, -119.52, -112.925, -104.095, -95.5802, -103.667, -112.458, -62.4614, -55.0813, -46.7228, -38.6171, -45.2873, -53.5944, -99.2479, -91.4544, -83.4713, -77.1493, -69.4228, -57.5475, -42.7292, -56.857, -68.2694, -76.546, -83.0314, -90.91, -95.2085, -83.1902, -76.8274, -68.9069, -47.2863, -69.1818, -77.2849, -83.6849, -174.277, -154.654, -135.166, -116.311, -98.519, -82.0104, -68.6567, -58.0407, -55.3834, -57.3462, -64.0453, -75.5955, -92.0679, -113.504, -137.756, -162.415, -187.462, -185.676, -196.251, -198.434, -196.177, -191.017, -192.889, -199.715, -202.267, -198.863, -188.982, -176.269, -161.182, -146.508, -131.977, -128.865, -125.22, -122.803, -126.694, -129.812, -173.515, -178.179, -178.018, -173.094, -171.145, -170.568, -174.742, -180.826, -181.245, -177.985, -174.599, -173.733, -111.72, -114.679, -115.656, -114.507, -116.695, -117.063, -116.57, -106.909, -102.955, -101.722, -101.989, -104.391, -111.22, -110.893, -110.443, -112.053, -115.515, -110.072, -108.826, -109.427, 627.003, 621.709, 617.019, 614.197, 611, 601.74, 584.328, 559.413, 546.678, 544.978, 554.292, 562.788, 569.559, 574.095, 576.624, 576.289, 577.821, 601.865, 593.138, 581.896, 570.075, 559.229, 544.229, 541.732, 541.525, 541.887, 542.994, 551.095, 542.385, 533.899, 526.154, 545.81, 537.814, 531.369, 531.777, 532.809, 586.583, 580.621, 574.944, 569.338, 572.727, 577.863, 550.066, 547.215, 543.931, 541.608, 541.46, 544.489, 565.307, 547, 537.208, 532.275, 528.749, 530.617, 537.289, 525.682, 520.637, 524.385, 529.672, 542.647, 560.757, 537.552, 532.25, 528.824, 535.917, 526.388, 529.48, 535.424, 0.89923, -0.0756528, 0.414294, -0.0950199, 253.434, 116.374, 17.3773, -39.2667, 1.64207, -8.21946, -21.8239, 17.9063, 2.03317, -2.30571, -12.864, -9.27814, -12.1694, -5.76649, -2.90003, 1.31523, 9.70149, -1.24492, 0.232941, -0.876347, 0.5048, 4.12762, 0.192331, 2.89034, 1.99532, 1.50341, -0.175162, 0.807306, 0.172618, -0.576324, -0.16316, -0.100271, 0.00144163, -0.016425, -0.0210346, 0.0264865, 0, 0, 0, 0, 0, 0, 1.337, 1.815, 0.6503, 0.9583, 2.731, 0.6905, 1.813, 1.104, 0.07917, 0, 1.159, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0
2, 0.0333333, 0.837937, 1, 0.201705, 0.305146, -0.930699, 0.0153119, 0.357181, -0.93391, -76.2334, -136.585, 551.472, -0.179781, 0.422708, -0.110231, 209.927, 209.609, 211.023, 214.334, 219.476, 225.84, 232.995, 241.347, 255.448, 273.014, 292.073, 308.941, 321.932, 328.815, 330.266, 329.164, 328.074, 207.273, 209.339, 216.724, 225.067, 232.491, 247.217, 258.93, 273.093, 287.332, 298.746, 240.636, 238.804, 236.785, 234.946, 230.6, 235.305, 240.707, 247.987, 255.16, 216.136, 220.41, 227.063, 233.821, 227.372, 220.583, 261.24, 267.962, 275.566, 283.11, 276.574, 268.901, 230.461, 233.578, 239.039, 244.031, 250.41, 261.42, 275.448, 262.293, 251.782, 244.859, 239.645, 234.256, 233.182, 239.721, 244.582, 251.209, 270.898, 251.319, 244.503, 239.621, 104.344, 119.085, 134.075, 149.086, 163.159, 174.805, 182.854, 188.185, 188.504, 186.053, 180.501, 171.203, 157.834, 140.292, 120.425, 99.7949, 79.3872, 87.5393, 75.515, 69.5102, 67.2547, 68.2887, 61.537, 54.2338, 51.7632, 54.8215, 64.1291, 78.6115, 88.1401, 97.6599, 107.705, 119.266, 120.138, 120.335, 117.163, 114.736, 93.3515, 87.2942, 85.4449, 87.9667, 91.037, 93.2915, 80.088, 73.5764, 72.2019, 74.5695, 77.6594, 79.4003, 142.176, 134.758, 130.976, 130.897, 127.974, 128.499, 131.027, 137.556, 140.579, 142.748, 143.736, 144.248, 141.299, 135.663, 134.766, 132.545, 131.546, 134.896, 136.871, 137.711, -137.05, -136.199, -133.281, -128.344, -120.946, -111.129, -99.4487, -86.0883, -69.0182, -50.1082, -30.2417, -12.1528, 2.14911, 9.89708, 11.6127, 10.4022, 9.22192, -135.296, -130.955, -119.769, -107.688, -97.3156, -78.9482, -65.9803, -50.6976, -35.2986, -22.988, -86.8527, -87.2316, -87.7535, -88.0839, -96.0404, -89.745, -83.059, -75.4781, -68.0959, -121.262, -115.075, -106.306, -97.5727, -105.531, -114.311, -64.2374, -56.6457, -48.0893, -39.7706, -46.7545, -55.3113, -98.9866, -92.6007, -85.339, -79.4242, -72.3598, -61.0486, -46.9474, -59.637, -69.975, -77.5725, -83.6566, -91.2219, -95.1902, -84.6458, -78.8315, -71.5221, -51.6165, -71.18, -78.6419, -84.5428, -168.903, -149.182, -129.548, -110.427, -92.4512, -76.9438, -65.3186, -56.7135, -55.0591, -57.5311, -64.4301, -75.6012, -91.3863, -111.949, -135.258, -159.149, -183.437, -182.985, -194.65, -197.717, -195.956, -190.954, -193.581, -200.702, -203.45, -200.09, -190.216, -176.617, -163.148, -150.103, -137.008, -129.702, -127.009, -125.348, -128.747, -131.554, -171.213, -176.449, -176.788, -172.133, -169.714, -168.688, -174.817, -181.159, -181.601, -178.347, -174.783, -173.84, -108.145, -112.766, -114.918, -114.065, -116.485, -116.2, -114.831, -105.869, -101.981, -100.4, -100.22, -101.87, -108.219, -110.012, -109.998, -111.722, -114.006, -108.929, -107.426, -107.587, 622.54, 616.891, 611.509, 607.312, 601.579, 590.107, 571.511, 547.27, 534.592, 533.22, 541.434, 549.449, 556.11, 561.381, 565.575, 567.559, 571.055, 600.106, 591.695, 579.849, 567.182, 556.031, 542.356, 540.202, 540.411, 540.263, 540.783, 547.178, 537.166, 527.27, 517.812, 537.139, 529.811, 523.745, 524.059, 525.107, 583.754, 577.743, 571.926, 566.102, 569.653, 574.909, 546.604, 544.27, 541.128, 539.04, 538.322, 541.221, 552.756, 535.746, 527.035, 522.74, 519.902, 521.072, 526.88, 516.719, 512.875, 516.183, 520.545, 531.946, 548.216, 527.198, 522.633, 519.853, 525.6, 518.194, 520.83, 525.898, 0.910924, -0.154099, 0.447931, -0.0964573, 251.035, 115.798, 19.2044, -32.1062, -0.995976, 1.51637, -19.2466, 9.54201, 2.8134, -0.473074, -6.88843, -8.87137, -9.28268, -6.62386, -3.37072, -1.66452, 6.39058, -3.06565, -3.33474, -1.22987, -0.952488, 3.88121, 1.85332, 2.16585, 0.0590469, 1.80984, 0.994642, 0.192314, 0.0109586, -0.545253, -0.24178, -0.0611862, -0.0812797, 0.119088, -0.0241332, 0.0755464, 0, 0, 0, 0, 0, 0.1282, 1.328, 1.64, 0.3367, 0.6622, 2.325, 0.6853, 1.893, 1.073, 0.321, 0.05057, 1.03, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0
3, 0.0666667, 0.849633, 1, 0.172666, 0.302819, -0.937276, 0.0147091, 0.333886, -0.942499, -78.4901, -135.883, 549.755, -0.228231, 0.442483, -0.106937, 208.188, 208.305, 210.161, 213.657, 218.6, 224.556, 231.232, 239.382, 253.409, 271.095, 290.088, 306.712, 319.391, 326.086, 327.797, 327.073, 326.138, 205.255, 207.488, 215.016, 223.297, 230.681, 245.434, 257.107, 271.379, 285.604, 297, 238.912, 236.857, 234.608, 232.545, 228.631, 233.224, 238.407, 245.237, 251.971, 214.231, 218.389, 225.088, 231.715, 225.422, 218.595, 259.568, 266.153, 273.985, 281.671, 275.051, 267.153, 228.723, 231.347, 236.337, 241.062, 247.012, 256.935, 269.299, 257.826, 248.819, 242.399, 237.371, 232.223, 231.298, 237.186, 241.77, 247.951, 264.671, 248.235, 241.885, 237.249, 108.515, 123.496, 138.5, 153.28, 166.664, 177.061, 183.396, 187.104, 186.673, 184.17, 178.739, 169.796, 156.999, 140.11, 120.965, 100.836, 80.9157, 88.5811, 76.2132, 69.8512, 67.3094, 68.14, 61.3357, 54.0383, 51.4908, 54.3865, 63.6582, 78.6515, 87.8497, 97.0027, 106.648, 119.103, 119.783, 119.824, 116.921, 114.616, 94.2776, 87.8211, 85.7229, 88.4872, 91.846, 94.2869, 80.1912, 73.4219, 72.0544, 74.7484, 77.9756, 79.7102, 143.16, 134.878, 130.705, 130.66, 127.789, 128.979, 132.321, 137.879, 140.698, 142.818, 143.819, 144.399, 141.78, 135.88, 134.892, 132.852, 132.538, 134.556, 136.462, 137.358, -139.349, -137.897, -134.325, -128.9, -121.399, -111.758, -100.384, -87.3388, -70.531, -51.7079, -32.1018, -14.4621, -0.671302, 6.77927, 8.761, 7.98523, 6.9786, -137.951, -133.454, -122.016, -109.875, -99.4267, -81.0559, -68.094, -52.6538, -37.2164, -24.8923, -88.8437, -89.4122, -90.1103, -90.5936, -97.8767, -91.8079, -85.4252, -78.2723, -71.3191, -123.63, -117.566, -108.656, -100.011, -107.821, -116.736, -66.095, -58.6549, -49.8359, -41.3693, -48.4219, -57.232, -99.699, -94.2841, -87.7941, -82.1923, -75.6361, -65.3869, -52.9697, -63.9372, -72.8658, -79.923, -85.7583, -92.7132, -96.0899, -86.9069, -81.4359, -74.6357, -57.6877, -74.1945, -81.1399, -86.7152, -163.867, -143.834, -124.128, -105.115, -87.7996, -73.6975, -64.0107, -57.3055, -56.4819, -59.0298, -65.7448, -76.4087, -91.4852, -111.266, -133.758, -157.115, -180.858, -182.042, -194.272, -197.753, -196.214, -191.307, -194.213, -201.341, -204.145, -200.832, -190.849, -176.781, -163.622, -150.898, -138.139, -129.508, -127.188, -125.821, -128.855, -131.449, -170.33, -176.074, -176.617, -171.636, -168.9, -167.743, -174.784, -181.451, -181.89, -178.358, -174.543, -173.589, -105.775, -111.799, -114.691, -113.847, -116.283, -115.109, -112.498, -105.016, -101.653, -100.09, -99.8232, -100.976, -106.401, -109.266, -109.416, -110.994, -112.042, -109.014, -107.548, -107.559, 623.14, 617.292, 611.466, 606.058, 598.611, 585.463, 565.429, 541.681, 529.581, 528.659, 536.597, 544.188, 551.109, 556.947, 561.84, 564.496, 568.433, 601.122, 593.063, 581.119, 568.108, 556.579, 543.515, 541.349, 541.471, 540.994, 541.134, 547.824, 537.699, 527.627, 517.946, 535.61, 528.991, 523.487, 523.466, 524.183, 584.432, 578.508, 572.403, 566.409, 570.014, 575.593, 546.854, 544.642, 541.516, 539.656, 538.633, 541.485, 546.131, 531.758, 524.686, 520.612, 518.143, 518.41, 522.377, 514.176, 511.836, 514.962, 518.936, 528.116, 541.646, 524.713, 520.493, 517.949, 521.311, 516.928, 519.364, 523.951, 0.913416, -0.201046, 0.469004, -0.0920116, 248.781, 116.141, 18.5167, -26.5675, -10.1233, 3.3707, -14.2816, 5.76438, 5.40893, -0.853812, -5.34561, -8.70427, -5.49616, -9.43468, -1.40755, -0.984317, 6.92638, -3.62716, -3.37388, -1.21937, -1.15787, 3.93116, 1.76432, 2.14314, -0.624645, 1.59343, 1.14232, 0.39063, -0.0594894, -0.496204, -0.204829, 0.00501882, -0.098065, 0.0939106, -0.0462829, 0.0605909, 0, 0, 0, 0, 0, 0.1282, 1.358, 1.496, 0.1199, 0.3427, 1.996, 0.6428, 1.796, 0.8167, 0.5198, 0.1006, 0.9803, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0
4, 0.1, 0.858512, 1, 0.179964, 0.281323, -0.942587, 0.0185577, 0.309158, -0.95083, -80.1345, -135.239, 548.066, -0.293082, 0.459473, -0.106493, 206.75, 207.447, 209.713, 213.333, 217.871, 223.275, 229.299, 237.111, 251.107, 269.043, 288.243, 304.855, 317.344, 323.873, 325.675, 325.093, 324.205, 203.392, 205.653, 213.316, 221.612, 229.058, 244.301, 255.901, 270.082, 284.063, 295.142, 237.658, 235.506, 233.186, 231.073, 227.217, 231.733, 236.845, 243.401, 249.8, 212.567, 216.666, 223.274, 229.762, 223.625, 216.893, 258.366, 264.602, 272.442, 280.121, 273.501, 265.653, 227.268, 229.94, 234.778, 239.319, 245.01, 254.387, 265.726, 255.292, 247.025, 240.866, 235.946, 230.816, 229.755, 235.676, 240.102, 246.02, 261.139, 246.433, 240.332, 235.847, 114.953, 129.924, 144.619, 158.81, 170.926, 179.509, 183.653, 185.531, 184.286, 181.683, 176.466, 167.982, 155.845, 139.787, 121.504, 102.157, 83.1038, 90.5954, 77.7613, 70.6828, 67.5388, 67.9901, 61.3012, 53.9577, 51.3596, 54.0259, 63.1522, 78.4704, 87.3702, 96.1818, 105.459, 118.73, 119.167, 119.053, 116.21, 113.814, 95.3484, 88.5397, 86.1212, 88.9559, 92.4479, 95.0952, 79.9368, 73.0829, 71.6589, 74.6325, 77.7281, 79.4608, 143.781, 134.946, 130.53, 130.409, 127.587, 129.031, 132.759, 137.704, 140.413, 142.465, 143.519, 144.231, 142.052, 135.834, 134.713, 132.772, 132.838, 134.193, 136.05, 137.061, -141.218, -138.914, -134.665, -128.818, -121.38, -112.04, -101.193, -88.5886, -72.0095, -53.1893, -33.6659, -16.2877, -2.89675, 4.27419, 6.3277, 5.71622, 4.75974, -140.429, -136.028, -124.448, -112.186, -101.538, -82.7124, -69.7939, -54.3369, -39.0373, -26.9736, -90.421, -91.0124, -91.6985, -92.1378, -99.1583, -93.213, -86.9531, -80.0569, -73.4374, -125.642, -119.747, -110.906, -102.405, -109.998, -118.832, -67.549, -60.5105, -51.6503, -43.1637, -50.2203, -58.9997, -100.399, -95.3065, -89.14, -83.7525, -77.5277, -67.8044, -56.3792, -66.3096, -74.552, -81.2787, -86.9618, -93.6828, -96.9394, -88.1443, -82.8875, -76.4139, -61.0447, -75.8961, -82.5287, -87.8874, -155.929, -135.856, -116.463, -98.0506, -82.0946, -70.0693, -62.8647, -58.2137, -58.2341, -60.8711, -67.3524, -77.4533, -91.7674, -110.603, -132.13, -154.708, -177.605, -179.926, -193, -197.51, -196.647, -192.053, -195.256, -202.57, -205.341, -202.017, -191.896, -177.378, -164.404, -151.91, -139.399, -129.602, -127.604, -126.472, -129.378, -132.006, -169.169, -175.517, -176.437, -171.409, -168.41, -167.004, -175.425, -182.32, -182.828, -178.987, -175.26, -174.283, -104.174, -111.174, -114.503, -113.763, -116.217, -114.675, -111.4, -104.829, -101.739, -100.178, -99.8188, -100.6, -105.214, -108.884, -109.225, -110.756, -111.136, -109.158, -107.682, -107.507, 623.479, 617.102, 610.519, 603.833, 594.252, 579.17, 557.836, 534.379, 522.619, 521.9, 530.053, 537.735, 545.231, 551.84, 557.531, 561.176, 565.997, 602.144, 594.802, 583.255, 570.121, 558.261, 546.327, 544.419, 544.267, 543.132, 542.547, 549.057, 538.57, 528.133, 518.053, 534.354, 528.018, 522.84, 522.569, 523.061, 584.748, 579.415, 573.299, 567.413, 570.679, 576.255, 547.987, 546.141, 543.028, 541.179, 540.02, 542.804, 541.338, 529.13, 522.987, 519.032, 516.921, 516.696, 519.394, 512.377, 510.804, 513.551, 517.298, 525.224, 537.089, 522.65, 518.705, 516.451, 518.546, 515.832, 517.951, 522.188, 0.915561, -0.2631, 0.486813, -0.0903626, 247.093, 116.463, 13.9046, -20.3082, -15.4688, 2.21182, -8.71152, 5.89801, 7.70227, -0.2439, -2.6505, -5.38883, -2.39924, -11.1949, 0.401203, -1.20301, 7.33593, -4.31782, -2.51638, -2.32015, -1.03935, 4.09371, 1.58393, 1.78314, -0.480684, 1.10601, 0.890592, 0.441874, -0.281499, -0.332403, -0.119921, 0.0508797, -0.102838, -0.0320969, -0.0359267, 0.115355, 0, 0, 0, 0, 0, 0.1091, 1.525, 1.325, 0.01959, 0.1414, 1.747, 0.3965, 1.573, 0.3888, 0.4509, 0.2219, 0.9017, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0
5, 0.133333, 0.822062, 1, 0.182901, 0.26476, -0.94681, 0.017715, 0.291948, -0.95627, -81.411, -134.786, 546.143, -0.338518, 0.473598, -0.106026, 205.633, 206.664, 209.16, 212.797, 216.985, 221.972, 227.517, 235.014, 249.028, 267.169, 286.73, 303.426, 315.761, 322.156, 323.945, 323.452, 322.584, 201.757, 204.188, 211.936, 220.165, 227.639, 243.378, 254.743, 268.68, 282.309, 293.113, 236.584, 234.391, 232.054, 229.926, 226.154, 230.595, 235.645, 241.998, 248.176, 211.109, 215.181, 221.775, 228.216, 222.108, 215.401, 257.306, 263.286, 271.121, 278.793, 272.196, 264.4, 225.702, 228.537, 233.428, 237.99, 243.746, 252.997, 263.892, 253.862, 245.704, 239.473, 234.479, 229.29, 228.15, 234.297, 238.781, 244.756, 259.352, 245.186, 239.007, 234.465, 119.371, 134.241, 148.647, 162.38, 173.535, 180.838, 183.582, 184.334, 182.608, 179.95, 174.892, 166.635, 154.769, 139.187, 121.437, 102.677, 84.2536, 91.7316, 78.718, 71.2596, 67.6601, 67.8066, 61.2407, 53.8115, 51.1656, 53.4492, 62.1263, 78.1943, 86.8906, 95.4794, 104.513, 118.5, 118.707, 118.48, 115.617, 113.144, 96.0535, 88.9335, 86.3066, 89.246, 92.8092, 95.5875, 79.707, 72.7063, 71.1594, 74.352, 77.3785, 79.1656, 143.996, 134.851, 130.3, 130.068, 127.236, 128.696, 132.529, 137.344, 140.101, 142.162, 143.294, 144.064, 142.114, 135.664, 134.426, 132.466, 132.614, 133.88, 135.76, 136.882, -142.46, -139.595, -134.912, -128.857, -121.558, -112.481, -102.064, -89.8346, -73.3823, -54.538, -34.897, -17.6409, -4.57782, 2.35832, 4.36488, 3.85071, 2.91157, -142.35, -137.841, -126.219, -113.996, -103.254, -83.9485, -71.2659, -55.9993, -40.9977, -29.1702, -91.6411, -92.2085, -92.8442, -93.2227, -100.031, -94.174, -88.0056, -81.2992, -74.9024, -127.212, -121.431, -112.599, -104.14, -111.66, -120.465, -68.7198, -61.9847, -53.1093, -44.6084, -51.6381, -60.3728, -101.515, -96.4344, -90.2751, -84.8572, -78.6012, -68.9849, -57.9782, -67.4972, -75.6361, -82.3948, -88.1506, -94.8724, -98.1282, -89.252, -83.9479, -77.4468, -62.5904, -76.9251, -83.6028, -89.0051, -150.26, -130.263, -111.194, -93.2984, -78.4297, -67.8847, -62.263, -58.8414, -59.3409, -61.9899, -68.2921, -78.0874, -92.0341, -110.292, -131.189, -153.176, -175.46, -178.497, -191.961, -197.089, -196.784, -192.502, -195.853, -203.333, -206.053, -202.915, -192.981, -177.76, -164.912, -152.57, -140.224, -129.508, -127.764, -126.778, -129.64, -132.294, -168.166, -175.007, -176.185, -171.048, -167.891, -166.319, -175.699, -182.841, -183.455, -179.319, -175.664, -174.64, -103.352, -110.864, -114.393, -113.748, -116.234, -114.596, -111.052, -104.766, -101.7, -100.107, -99.6798, -100.337, -104.576, -108.657, -109.121, -110.682, -110.826, -109.115, -107.599, -107.302, 622.823, 615.848, 608.591, 600.995, 590.006, 573.718, 551.799, 528.527, 516.98, 516.157, 524.452, 532.183, 539.91, 547.014, 553.246, 557.722, 563.289, 601.939, 595.11, 584, 570.919, 558.971, 547.812, 546.042, 545.592, 543.859, 542.467, 549.3, 538.544, 527.849, 517.481, 532.954, 526.673, 521.635, 521.134, 521.433, 584.127, 579.239, 573.171, 567.307, 570.319, 575.847, 548.055, 546.467, 543.278, 541.266, 540.102, 542.919, 538.267, 527.178, 521.388, 517.356, 515.388, 514.79, 516.662, 510.275, 509.016, 511.595, 515.375, 522.941, 534.174, 520.706, 516.799, 514.635, 516.017, 514.111, 516.109, 520.284, 0.918369, -0.30661, 0.501038, -0.0891304, 245.697, 116.525, 9.05221, -16.4255, -17.6524, 0.241203, -5.66412, 6.82045, 8.80466, 0.729346, -1.30576, -2.58999, -0.960474, -11.8477, 1.04103, -0.928336, 6.83413, -5.19126, -1.55966, -2.84079, -0.964836, 3.66416, 1.28909, 1.55191, -0.379909, 1.06956, 0.811833, 0.314889, -0.377631, -0.222914, -0.0591179, 0.0253417, -0.0828682, -0.0715639, -0.0102231, 0.135899, 0, 0, 0, 0, 0, 0, 1.529, 1.194, 0, 0, 1.498, 0.4776, 1.436, 0.1252, 0.4746, 0.2304, 0.9182, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0
